#{"t_start": 1773999538.7571719, "env_id": "highway-fast-v0"}
r,l,t
16.911111,40,437.556883
22.8,40,437.839109
14.155195,40,438.0326
15.59052,40,438.216672
11.288889,40,438.423548
16.8,40,438.610922
4.050092,40,438.793044
12.711111,40,438.98874
9.872078,40,439.218319
20.40092,40,439.428546
13.911111,40,439.619727
12.022222,40,439.818848
18.215792,40,440.030701
18.155556,40,440.225341
25.93492,40,440.412079
18.355556,40,440.593417
14.8,40,440.803493
13.985312,40,440.988157
21.177778,40,441.175312
10.4,40,441.36218
17.044444,40,441.546829
17.577778,40,441.759924
5.644444,40,441.948952
13.344835,40,442.133252
7.806241,40,442.321571
13.244444,40,442.523852
22.533333,40,442.704512
22.288889,40,442.91274
13.2,40,443.099876
26.777778,40,443.540752
20.155556,40,443.729138
17.395016,40,443.910793
14.574891,40,444.101249
15.111111,40,444.282857
11.337137,40,444.495844
13.222222,40,444.683699
24.755556,40,444.869507
16.0,40,445.072528
22.955556,40,445.260877
17.238767,40,445.440209
21.511111,40,445.626197
12.022222,40,445.811106
19.711111,40,445.991459
11.977778,40,446.174297
21.911111,40,446.357834
17.392327,40,446.539925
18.532292,40,446.719443
12.547405,40,446.899095
4.222222,40,447.082916
16.022222,40,447.266731
17.937324,40,447.448823
3.577778,40,447.633629
13.333333,40,447.816513
21.133333,40,448.0017
15.67053,40,448.189022
16.888889,40,448.367074
18.822222,40,448.547932
9.209832,40,448.728565
12.209902,40,448.907056
18.866699,40,449.088012
13.866667,40,449.268989
13.2,40,449.452425
7.6,40,449.633752
18.466667,40,449.818903
16.444444,40,450.005107
6.955556,40,450.189466
21.222222,40,450.37546
20.422222,40,450.562109
24.044444,40,450.746364
18.822222,40,450.926247
24.955556,40,451.117761
17.911111,40,451.297202
25.4,40,451.483359
20.869615,40,451.664927
12.644444,40,451.847818
24.688889,40,452.031925
18.444444,40,452.21555
17.966695,40,452.400789
14.822222,40,452.580295
16.031046,40,452.76468
18.111111,40,452.946954
7.577778,40,453.132618
12.533333,40,453.345072
0.688889,40,453.527206
23.422222,40,453.711641
10.564565,40,453.899898
9.667802,40,454.075755
11.311111,40,454.255961
16.843308,40,454.438969
17.866667,40,454.621995
18.35144,40,454.80631
7.6,40,454.988772
17.155556,40,455.169578
25.733333,40,455.351471
21.8,40,455.535081
20.40502,40,455.71731
13.398498,40,455.89902
24.308777,40,456.08015
2.133333,40,456.26565
21.733333,40,456.45197
8.4,40,456.632813
17.8,40,456.816036
27.266667,40,457.002961
12.176056,40,457.182416
20.955556,40,457.365909
14.266667,40,457.548883
23.711111,40,457.740287
17.729685,40,457.920823
21.848674,40,458.107198
14.047161,40,458.292514
13.415847,40,458.474746
14.333333,40,458.655764
18.444444,40,458.838556
18.911111,40,459.020832
19.822222,40,459.20323
18.844444,40,459.38702
13.222222,40,459.57154
18.022222,40,459.758953
23.733333,40,459.954771
12.066667,40,460.138713
19.066667,40,460.321821
19.358476,40,460.506433
13.226567,40,460.688141
14.0,40,460.873448
8.642832,40,461.054755
14.222222,40,461.235585
21.2,40,461.418548
21.244444,40,461.603028
18.911111,40,461.784931
21.38233,40,461.964947
14.688889,40,462.14721
18.466667,40,462.330413
12.222222,40,462.721577
22.177778,40,462.901581
22.577778,40,463.088745
17.866667,40,463.285671
23.936104,40,463.47113
22.2,40,463.656085
21.044444,40,463.841694
21.911111,40,464.024053
10.488889,40,464.205866
19.777778,40,464.384136
4.2,40,464.562341
11.321098,40,464.745662
16.155556,40,464.930383
19.044444,40,465.120678
20.177778,40,465.307112
19.244444,40,465.50234
21.706981,40,465.685442
8.355556,40,465.866234
21.6,40,466.047927
14.0,40,466.235559
8.933333,40,466.419996
13.581601,40,466.601539
12.711111,40,466.783829
15.420365,40,466.96465
15.355556,40,467.146135
20.222222,40,467.327616
24.666667,40,467.511554
24.266667,40,467.691749
15.111661,40,467.872134
11.222222,40,468.054067
20.177778,40,468.254755
17.006344,40,468.437594
10.177778,40,468.620536
15.688889,40,468.802631
22.088889,40,468.985013
18.927978,40,469.168846
21.577778,40,469.351013
9.222222,40,469.543215
5.6,40,469.72609
15.587599,40,469.909726
21.044444,40,470.094004
10.466667,40,470.278002
21.177778,40,470.462521
19.577778,40,470.643724
12.10585,40,470.835774
13.722929,40,471.020119
19.444444,40,471.204294
17.644444,40,471.39035
18.933333,40,471.574627
24.822222,40,471.756285
18.492079,40,471.936468
7.866667,40,472.12256
19.666667,40,472.302233
19.977778,40,472.486976
9.733333,40,472.666883
15.886452,40,472.846388
11.8,40,473.029331
22.422222,40,473.214312
19.022222,40,473.396216
10.422222,40,473.577873
19.644444,40,473.772027
16.569123,40,473.954974
19.466667,40,474.133533
11.888889,40,474.316326
8.77275,40,474.496993
23.577778,40,474.684582
18.733333,40,474.921821
17.511111,40,475.102374
8.854178,40,475.278329
11.2,40,475.456222
10.741729,40,475.636281
12.624661,40,475.817657
19.177778,40,475.998417
22.311111,40,476.18391
10.333333,40,476.368957
19.155556,40,476.564796
8.355556,40,476.742707
12.511111,40,476.92182
23.244444,40,477.10317
9.155556,40,477.286715
20.908186,40,477.467531
8.377778,40,477.650905
15.896311,40,477.828859
9.8,40,478.005563
16.688889,40,478.188081
19.666667,40,478.372557
8.0067,40,478.557777
22.333333,40,478.73807
17.536006,40,478.917371
13.133333,40,479.093967
10.488889,40,479.269936
14.777778,40,479.449232
18.155556,40,479.628217
18.967253,40,479.808455
23.733333,40,479.992282
13.333333,40,480.175421
2.066667,40,480.359866
10.466667,40,480.539127
16.977778,40,480.718477
15.855321,40,480.898977
17.111111,40,481.084129
10.901753,40,481.27187
12.688889,40,481.665758
9.783489,40,481.852563
19.433404,40,482.037138
11.988814,40,482.217113
11.755556,40,482.405242
17.4,40,482.592967
17.866667,40,482.780829
19.444444,40,482.992817
17.111111,40,483.179402
21.044924,40,483.365791
18.044444,40,483.547558
13.719565,40,483.728048
18.377778,40,483.912006
25.144023,40,484.102843
24.11496,40,484.290754
7.005559,40,484.469511
7.792437,40,484.647023
13.37275,40,484.828551
14.686427,40,485.010082
18.511111,40,485.207692
14.244444,40,485.389368
6.410962,40,485.57274
15.444444,40,485.757815
10.288889,40,485.937395
14.54107,40,486.116844
20.412136,40,486.300591
8.488889,40,486.481197
23.0,40,486.663359
20.972503,40,486.846756
25.177778,40,487.029921
14.822222,40,487.222875
23.488889,40,487.411625
18.355556,40,487.59667
19.110677,40,487.779274
9.066667,40,487.960908
10.311111,40,488.141535
7.711111,40,488.32456
17.444444,40,488.507083
21.066667,40,488.689672
13.590447,40,488.868322
11.078318,40,489.052405
4.155556,40,489.233446
12.955556,40,489.414108
11.777778,40,489.596685
19.622222,40,489.792738
11.777778,40,489.971962
9.755556,40,490.157284
14.711111,40,490.342735
18.733606,40,490.527625
12.511111,40,490.731058
20.155556,40,490.921788
21.829227,40,491.10557
11.81394,40,491.304471
12.844444,40,491.495596
21.666667,40,491.678088
12.946613,40,491.862145
11.844733,40,492.044409
19.088889,40,492.225293
20.355556,40,492.406066
25.822222,40,492.59058
19.644444,40,492.772468
21.711111,40,492.954367
24.466667,40,493.139775
13.8,40,493.3225
21.0,40,493.505138
14.102392,40,493.68724
13.373972,40,493.886951
18.022222,40,494.071024
20.444444,40,494.253607
20.836989,40,494.437807
18.844444,40,494.62319
20.4,40,494.80455
15.333333,40,494.986702
26.311111,40,495.166631
14.856874,40,495.34713
12.622222,40,495.528057
20.916057,40,495.723299
20.844444,40,495.906195
18.333333,40,496.087298
15.622222,40,496.264896
17.777778,40,496.447425
13.811546,40,496.630649
23.155556,40,496.812585
22.422222,40,496.997472
24.488889,40,497.184819
20.244444,40,497.364061
18.066667,40,497.547427
25.222222,40,497.732121
16.081255,40,497.914398
11.933333,40,498.11751
6.933333,40,498.302145
14.000805,40,498.487203
17.880044,40,498.673061
21.013074,40,498.855546
10.526898,40,499.035189
12.64556,40,499.217699
24.977778,40,499.401974
14.091156,40,499.601335
23.777778,40,499.803082
20.288889,40,500.007107
19.688889,40,500.192258
12.644444,40,500.375577
8.333333,40,500.772564
21.711111,40,500.95443
21.911111,40,501.134774
9.844444,40,501.315109
10.533333,40,501.49581
22.222222,40,501.677799
25.177778,40,501.860617
16.066667,40,502.048468
19.622222,40,502.235644
20.785016,40,502.41921
19.458461,40,502.610864
25.822222,40,502.788345
13.333333,40,502.970164
15.239266,40,503.149436
20.866667,40,503.331139
21.888889,40,503.513353
9.711111,40,503.69944
19.405777,40,503.882599
13.311111,40,504.067302
23.977778,40,504.253192
11.816772,40,504.44077
17.333333,40,504.665772
14.088889,40,504.852932
9.288889,40,505.036159
16.111111,40,505.219976
16.926386,40,505.408481
21.177778,40,505.591756
15.911111,40,505.791419
17.716039,40,505.975424
20.533333,40,506.157064
22.777778,40,506.336393
17.8,40,506.518434
15.511111,40,506.699224
21.088889,40,506.880556
7.755556,40,507.084304
9.177778,40,507.274809
13.266667,40,507.461663
20.155556,40,507.646481
20.407975,40,507.827532
14.0,40,508.006692
18.066667,40,508.201918
17.222222,40,508.385168
16.688889,40,508.565713
13.888889,40,508.747649
14.118916,40,508.928017
9.844444,40,509.10823
16.347483,40,509.293032
16.066667,40,509.475554
16.244444,40,509.661625
25.311111,40,509.843053
21.8,40,510.024504
21.688889,40,510.209081
9.133333,40,510.391816
23.8,40,510.57439
14.733333,40,510.773243
4.177778,40,510.955585
20.422222,40,511.136697
19.666667,40,511.342112
21.244444,40,511.527422
18.878824,40,511.710378
24.355556,40,511.9042
18.822222,40,512.086557
20.4,40,512.270489
8.288889,40,512.45363
15.648091,40,512.638488
20.888889,40,512.824203
20.577778,40,513.015264
15.681824,40,513.206503
16.577778,40,513.386194
20.266667,40,513.568733
21.50107,40,513.747921
13.911111,40,513.933337
24.733333,40,514.12072
21.266667,40,514.304923
18.688889,40,514.488869
13.355556,40,514.683903
18.511111,40,514.863781
20.555556,40,515.046244
16.155556,40,515.223464
23.2,40,515.402709
23.866667,40,515.581104
11.0,40,515.763549
9.8,40,515.946546
16.888889,40,516.131331
21.666667,40,516.315112
15.288889,40,516.494766
15.097376,40,516.676597
23.4,40,516.859542
3.85168,40,517.052457
16.955556,40,517.23314
19.028141,40,517.4149
22.488889,40,517.5998
16.755556,40,517.782539
18.777778,40,517.965379
8.381657,40,518.150447
0.0,40,518.331567
23.244444,40,518.514696
18.288363,40,518.695045
7.755556,40,518.879623
17.51439,40,519.065508
17.488889,40,519.252131
22.444444,40,519.435601
16.294928,40,519.617776
13.377778,40,520.015958
24.777778,40,520.211675
12.524933,40,520.396793
17.6,40,520.577832
11.355556,40,520.759479
16.022222,40,520.948638
14.111111,40,521.13146
13.844974,40,521.317279
26.288889,40,521.503128
25.977778,40,521.683672
13.301929,40,521.865447
19.604351,40,522.04776
25.444444,40,522.229115
18.349392,40,522.410524
12.46101,40,522.594158
23.896143,40,522.779141
24.373805,40,522.964058
16.977778,40,523.147181
21.822222,40,523.340054
11.218646,40,523.522925
14.733333,40,523.705928
15.870481,40,523.890705
16.57362,40,524.074434
22.088889,40,524.256763
11.888889,40,524.437518
9.793578,40,524.618612
1.422222,40,524.799809
10.037079,40,524.984062
12.822222,40,525.168073
22.044444,40,525.366987
13.777778,40,525.545561
23.467279,40,525.72516
20.120554,40,525.908282
24.313907,40,526.090904
12.6,40,526.273042
24.462758,40,526.45235
12.602749,40,526.634259
16.8,40,526.816224
17.903821,40,526.997138
19.504413,40,527.175336
18.589627,40,527.357211
20.555556,40,527.54157
14.622222,40,527.719191
17.4,40,527.89854
24.644444,40,528.077673
11.454106,40,528.258033
19.822222,40,528.445518
15.876787,40,528.626955
10.595156,40,528.81853
16.933333,40,529.001235
21.088889,40,529.18632
13.201163,40,529.371375
24.088889,40,529.551581
13.488889,40,529.734296
13.111111,40,529.91677
21.377778,40,530.099271
21.177778,40,530.283613
22.933333,40,530.468451
15.111111,40,530.653755
25.222222,40,530.836575
19.444444,40,531.022387
13.866667,40,531.206518
14.711111,40,531.388859
11.861463,40,531.589561
20.777778,40,531.770449
12.022751,40,531.953162
14.022222,40,532.134058
25.808598,40,532.314044
16.933333,40,532.497552
19.733333,40,532.681388
23.733333,40,532.865445
12.80628,40,533.049259
19.444444,40,533.23276
18.333333,40,533.418612
20.377778,40,533.600696
16.937796,40,533.787286
21.270045,40,533.971951
17.866667,40,534.155688
16.918687,40,534.341836
16.0,40,534.524302
7.086045,40,534.705893
24.211994,40,534.902467
17.111111,40,535.086409
7.955556,40,535.270291
18.133333,40,535.453961
12.2899,40,535.636624
18.577778,40,535.820113
18.266667,40,535.999365
16.533333,40,536.179722
21.731268,40,536.368861
13.444444,40,536.551559
17.392404,40,536.735294
11.288889,40,536.917138
17.666667,40,537.096804
19.622222,40,537.277907
26.619655,40,537.457844
18.822222,40,537.639823
21.333333,40,537.818232
20.49752,40,538.001543
20.111111,40,538.183681
24.288889,40,538.369654
13.997716,40,538.555212
23.143346,40,538.950051
19.755856,40,539.133638
22.299022,40,539.314638
11.458799,40,539.498937
11.311111,40,539.69068
16.888889,40,539.875477
19.377778,40,540.057476
11.222222,40,540.237237
15.377778,40,540.416994
9.883291,40,540.596591
18.355556,40,540.77872
22.266667,40,540.964253
25.288889,40,541.150033
23.8,40,541.335405
14.822222,40,541.518798
11.911111,40,541.700738
22.288889,40,541.882964
16.4,40,542.063403
18.644444,40,542.249089
22.022222,40,542.432255
11.631564,40,542.615361
15.576494,40,542.810891
18.755556,40,542.995105
15.133333,40,543.177183
22.488889,40,543.357665
10.666667,40,543.540089
20.4,40,543.722875
20.377778,40,543.905906
6.466667,40,544.10402
15.244444,40,544.287196
22.373224,40,544.472189
15.768611,40,544.655355
24.422222,40,544.835776
14.904356,40,545.017106
20.856932,40,545.198976
22.266667,40,545.379525
19.052083,40,545.559041
21.511111,40,545.743623
18.833741,40,545.929493
14.044444,40,546.113726
23.022222,40,546.297594
8.229181,40,546.487576
16.822222,40,546.673188
15.288889,40,546.857174
20.133333,40,547.059043
16.888889,40,547.240189
12.688889,40,547.422005
11.4,40,547.611252
21.222222,40,547.793878
12.666667,40,547.975139
16.816825,40,548.157379
23.111111,40,548.344696
23.155556,40,548.526254
9.169972,40,548.708495
9.155556,40,548.889406
19.4,40,549.072033
18.8,40,549.25886
18.060959,40,549.441265
21.323812,40,549.625226
22.283046,40,549.807592
24.660203,40,549.988612
15.442396,40,550.172196
16.977778,40,550.354139
24.733333,40,550.537672
17.411716,40,550.719001
19.4,40,550.899145
24.288889,40,551.0965
18.766892,40,551.276863
20.333333,40,551.459458
12.329309,40,551.645399
21.355556,40,551.83018
19.52567,40,552.014603
14.488889,40,552.195908
18.969872,40,552.374428
5.889541,40,552.55486
16.323359,40,552.737136
27.666667,40,552.924584
17.873094,40,553.107907
1.444444,40,553.292246
6.222222,40,553.475802
22.086265,40,553.655005
19.644444,40,553.836463
18.422222,40,554.01896
7.644444,40,554.201408
22.111111,40,554.384496
24.2,40,554.567393
22.222222,40,554.747985
17.533333,40,554.93405
15.511111,40,555.115379
12.355556,40,555.298724
23.044444,40,555.486452
0.0,40,555.667446
21.866667,40,555.857798
24.844444,40,556.04343
21.511111,40,556.222622
19.866667,40,556.401224
22.420492,40,556.581169
16.244444,40,556.762138
18.724862,40,556.940915
12.853632,40,557.118778
14.343053,40,557.301357
14.488889,40,557.485003
26.444444,40,557.669784
13.177778,40,558.066847
24.755556,40,558.250331
20.386705,40,558.435789
20.222222,40,558.616083
21.688889,40,558.80035
12.755556,40,558.98637
13.244444,40,559.171129
18.041149,40,559.354721
12.066667,40,559.538835
15.133333,40,559.723597
15.977778,40,559.906588
15.511111,40,560.086858
22.645195,40,560.270891
13.177778,40,560.451302
20.311111,40,560.637118
24.333333,40,560.821833
19.622222,40,561.003932
19.822222,40,561.189736
18.222222,40,561.375693
18.222222,40,561.556963
7.082392,40,561.738913
14.207531,40,561.917223
18.866667,40,562.100224
24.555556,40,562.28311
9.466667,40,562.463783
21.911111,40,562.642228
24.230263,40,562.828138
10.466667,40,563.014888
17.133333,40,563.199813
18.816523,40,563.384178
25.955556,40,563.5695
12.270021,40,563.751246
16.8,40,563.936228
14.755556,40,564.133296
13.2,40,564.317052
20.955556,40,564.495091
16.755556,40,564.694895
16.133333,40,564.887381
12.466667,40,565.07433
15.288889,40,565.257894
22.577778,40,565.43999
19.533333,40,565.623963
14.688889,40,565.804056
18.819402,40,565.988952
15.577778,40,566.169757
11.155556,40,566.351601
9.914906,40,566.536447
18.156127,40,566.72084
21.066667,40,566.904126
14.023794,40,567.091982
27.311111,40,567.27178
12.066667,40,567.451874
15.488889,40,567.63392
14.888889,40,567.815042
4.687206,40,568.001356
11.266667,40,568.186316
24.0,40,568.374163
14.660232,40,568.552894
24.358209,40,568.736151
9.2,40,568.918958
20.257436,40,569.102097
18.222222,40,569.281341
9.311111,40,569.465637
17.497564,40,569.647608
19.6,40,569.832742
22.03283,40,570.01643
19.644444,40,570.195643
23.466667,40,570.380196
19.889243,40,570.564659
14.825421,40,570.752316
14.770319,40,570.956812
18.577778,40,571.148445
13.222222,40,571.332216
22.311111,40,571.517432
15.955556,40,571.698638
15.333333,40,571.876342
22.444444,40,572.059243
20.444444,40,572.2374
16.022222,40,572.413288
12.733333,40,572.599427
24.355556,40,572.783725
23.111111,40,572.963144
15.933333,40,573.142278
21.617294,40,573.345904
18.2,40,573.537182
17.333333,40,573.722389
26.850776,40,573.906892
11.955556,40,574.086975
18.372325,40,574.268628
10.666667,40,574.457746
19.0,40,574.638392
22.147943,40,574.822351
19.044444,40,575.005848
12.624387,40,575.189436
7.8,40,575.370981
17.933333,40,575.553536
23.777778,40,575.736525
14.644444,40,575.91595
11.848719,40,576.100218
19.060587,40,576.295263
16.066667,40,576.479946
25.355556,40,576.663463
28.2,40,577.061682
20.288889,40,577.241594
18.138649,40,577.424096
19.088889,40,577.620639
24.222222,40,577.80602
24.355556,40,577.991121
22.244444,40,578.172525
15.4,40,578.38084
7.622222,40,578.5893
15.8,40,578.791938
22.374832,40,578.975745
7.183143,40,579.154595
25.4,40,579.340001
5.095564,40,579.523082
17.688889,40,579.702555
20.077046,40,579.88279
20.303219,40,580.062311
11.483864,40,580.240639
16.222222,40,580.418547
8.444444,40,580.598287
25.777778,40,580.781597
20.914458,40,580.963159
5.222012,40,581.1488
16.622222,40,581.330188
19.577778,40,581.511347
21.822222,40,581.695503
9.8,40,581.884735
19.533333,40,582.065372
18.260951,40,582.248791
20.894924,40,582.43114
12.022222,40,582.611244
22.488889,40,582.788659
27.266667,40,582.972715
23.0,40,583.172616
24.088889,40,583.357383
21.841553,40,583.542861
23.355556,40,583.729745
12.272195,40,583.910563
15.133333,40,584.093034
15.288889,40,584.276043
19.543107,40,584.459127
23.911111,40,584.636661
19.734311,40,584.816405
19.511111,40,584.999655
24.031337,40,585.182621
21.755556,40,585.369029
13.777778,40,585.55259
14.6,40,585.732295
20.088889,40,585.912892
12.2,40,586.093011
10.355556,40,586.274751
18.911111,40,586.457448
18.9513,40,586.636479
16.711111,40,586.81886
22.266667,40,587.00223
19.111111,40,587.182311
19.066667,40,587.367558
26.377778,40,587.549602
22.355556,40,587.734438
11.844444,40,587.916313
25.422222,40,588.099991
23.711111,40,588.284363
25.093817,40,588.466666
22.488889,40,588.66866
18.844444,40,588.850737
12.2503,40,589.031462
10.511111,40,589.21856
16.81259,40,589.401529
17.488889,40,589.604228
23.511111,40,589.79182
17.555556,40,589.976041
12.488889,40,590.15899
16.244444,40,590.343287
19.511111,40,590.526301
20.911111,40,590.707548
17.355556,40,590.887812
23.711111,40,591.071557
22.8,40,591.255832
17.622222,40,591.437375
14.622222,40,591.621556
7.044444,40,591.799042
20.866667,40,591.982186
9.757391,40,592.164093
21.466667,40,592.34369
17.551389,40,592.522266
21.577778,40,592.703788
13.444444,40,592.884731
18.155556,40,593.064576
13.185959,40,593.250461
10.088889,40,593.43621
19.733333,40,593.636135
11.222222,40,593.820147
21.155556,40,594.003792
12.488889,40,594.185338
14.75041,40,594.370323
21.0,40,594.549058
19.6,40,594.733346
18.0,40,594.915803
11.355556,40,595.103065
21.511111,40,595.285382
12.53565,40,595.463575
15.155556,40,595.646749
22.955556,40,596.043354
22.133333,40,596.226111
1.355556,40,596.405374
18.955556,40,596.589569
19.577778,40,596.775793
18.4,40,596.960525
11.306363,40,597.142521
19.822222,40,597.322245
16.155556,40,597.504428
7.797905,40,597.687004
18.333333,40,597.884206
11.888889,40,598.070352
8.516984,40,598.253904
14.2,40,598.43543
19.577778,40,598.617813
26.044444,40,598.799659
11.622222,40,598.979454
16.463301,40,599.16184
5.645135,40,599.34458
11.516001,40,599.525535
9.755556,40,599.707553
23.622222,40,599.892352
10.53475,40,600.074993
17.606219,40,600.257963
15.177778,40,600.437765
17.593006,40,600.621643
21.266667,40,600.806173
21.088889,40,600.99186
25.444444,40,601.187212
18.844444,40,601.382222
13.955556,40,601.563256
21.888889,40,601.746836
17.088889,40,601.929606
20.569286,40,602.113725
16.022222,40,602.300942
14.622222,40,602.486258
8.836837,40,602.670194
20.622222,40,602.853033
15.244444,40,603.036697
11.088889,40,603.215522
8.2,40,603.392022
18.711111,40,603.571166
23.657579,40,603.754244
20.466667,40,603.933071
22.533333,40,604.120124
23.288889,40,604.304061
13.288889,40,604.485921
18.822222,40,604.667215
14.466667,40,604.850863
13.466667,40,605.040086
11.933333,40,605.236502
9.755556,40,605.417084
12.422222,40,605.600001
17.436911,40,605.777758
23.755556,40,605.962851
24.488889,40,606.148805
16.974931,40,606.333175
23.177778,40,606.519145
18.911111,40,606.702045
21.888889,40,606.884504
21.128761,40,607.06579
25.755556,40,607.248217
18.844444,40,607.433884
23.137683,40,607.617951
23.422222,40,607.798578
9.555556,40,607.977401
24.688889,40,608.160114
26.533333,40,608.341477
20.422222,40,608.526086
23.933333,40,608.710375
18.044444,40,608.891999
18.044444,40,609.074051
20.511111,40,609.257353
17.422222,40,609.443675
23.479922,40,609.640464
18.844444,40,609.82453
16.291316,40,610.008684
16.822222,40,610.190163
19.07242,40,610.370478
18.066667,40,610.550734
14.644444,40,610.730727
21.622222,40,610.912362
23.149766,40,611.097063
4.888889,40,611.282187
23.266667,40,611.467385
21.666667,40,611.65074
24.977778,40,611.840699
22.133333,40,612.025475
19.82546,40,612.206864
21.6,40,612.390512
16.844444,40,612.576386
18.244444,40,612.848783
12.715699,40,613.057133
10.533333,40,613.238787
23.022222,40,613.420071
22.054873,40,613.604055
6.606813,40,613.786836
24.355556,40,613.990557
19.449059,40,614.186628
15.002706,40,614.371985
21.911111,40,614.553597
14.866667,40,614.735992
23.8,40,614.919583
15.154655,40,615.318735
23.933333,40,615.501047
26.577778,40,615.682455
10.822222,40,615.8676
28.044444,40,616.051445
4.888889,40,616.229333
17.844444,40,616.407805
12.8,40,616.590269
26.644444,40,616.775635
16.488889,40,616.959606
16.977778,40,617.141331
22.533333,40,617.339683
6.844444,40,617.518516
20.629438,40,617.701722
16.841753,40,617.885572
22.044444,40,618.067323
22.488889,40,618.255856
23.444444,40,618.442816
13.866667,40,618.628105
13.444444,40,618.808997
21.688889,40,618.995341
9.211397,40,619.181633
16.777778,40,619.363725
15.670281,40,619.551531
16.727596,40,619.739143
23.488889,40,619.921422
24.044444,40,620.107592
25.155556,40,620.291769
18.711111,40,620.478352
12.444444,40,620.66251
23.066667,40,620.847644
23.733333,40,621.028859
16.959846,40,621.205905
21.666667,40,621.388811
6.444444,40,621.57136
26.444444,40,621.750424
19.546673,40,621.932162
14.022222,40,622.111158
20.377778,40,622.298239
14.911111,40,622.493594
15.466667,40,622.674001
22.822222,40,622.8536
11.177778,40,623.032703
16.911111,40,623.217257
13.711111,40,623.39977
15.355556,40,623.583869
28.0,40,623.76691
18.688889,40,623.951229
16.8,40,624.149676
11.866667,40,624.330675
16.711173,40,624.517658
26.266667,40,624.703266
14.866667,40,624.894487
22.955556,40,625.078643
23.822222,40,625.26417
8.955556,40,625.447739
26.377778,40,625.627834
18.488889,40,625.80774
15.569073,40,625.990608
20.288889,40,626.176515
14.177778,40,626.359977
16.145986,40,626.544417
23.044444,40,626.729438
12.743735,40,626.925283
22.844444,40,627.104919
13.355556,40,627.287316
20.133333,40,627.470065
27.422222,40,627.653792
7.622222,40,627.837731
16.822222,40,628.020756
20.622222,40,628.207324
14.655195,40,628.386912
18.747708,40,628.5716
18.112913,40,628.756321
20.244444,40,629.022776
26.977778,40,629.207907
22.755556,40,629.393991
25.933333,40,629.579071
23.866667,40,629.765816
24.066667,40,629.950893
20.885922,40,630.136699
16.733333,40,630.321508
20.8,40,630.508644
24.577778,40,630.691983
19.666667,40,630.875292
11.2,40,631.07655
21.622222,40,631.256096
14.626298,40,631.440142
22.777093,40,631.624089
22.421491,40,631.805719
11.911111,40,631.990677
9.137311,40,632.173953
24.577778,40,632.356953
14.84685,40,632.537421
26.4,40,632.717803
18.977778,40,632.898129
13.911111,40,633.077267
21.022222,40,633.261244
20.377778,40,633.448972
20.333333,40,633.629551
16.418607,40,633.808576
17.533333,40,633.990173
7.240181,40,634.390049
14.133333,40,634.576104
18.755556,40,634.759274
25.088889,40,634.947256
16.155556,40,635.128136
17.560383,40,635.320197
13.466071,40,635.498448
2.8,40,635.678417
21.622222,40,635.870975
20.489532,40,636.058822
18.422222,40,636.241966
20.066667,40,636.42514
23.777778,40,636.609276
12.113028,40,636.800327
18.822222,40,636.98524
26.511111,40,637.16984
23.088889,40,637.356992
21.796266,40,637.557034
24.533333,40,637.741629
12.555556,40,637.9209
15.977778,40,638.100148
21.644444,40,638.282657
23.311111,40,638.466817
8.577778,40,638.6508
13.4,40,638.836009
11.911111,40,639.014517
20.866667,40,639.193423
17.088889,40,639.371385
18.377778,40,639.554363
17.892675,40,639.730894
21.308463,40,639.985967
24.0,40,640.171312
20.0,40,640.354408
11.888889,40,640.537925
21.311111,40,640.723647
14.022222,40,640.911865
25.622222,40,641.093229
22.888889,40,641.274995
25.666667,40,641.458275
23.755556,40,641.63852
21.622222,40,641.82316
7.134519,40,642.006351
19.0,40,642.190934
22.422222,40,642.373851
11.037285,40,642.557941
15.092126,40,642.761573
18.844444,40,642.945449
24.821667,40,643.125973
9.111111,40,643.308549
11.8,40,643.493845
24.888889,40,643.675563
19.622222,40,643.856067
22.190524,40,644.04183
18.177778,40,644.226378
12.177778,40,644.409649
28.444444,40,644.589237
19.755556,40,644.770724
13.622222,40,644.951847
21.844444,40,645.13411
10.444444,40,645.315822
10.577778,40,645.522401
16.866667,40,645.705756
16.088889,40,645.891184
24.044444,40,646.075519
22.527691,40,646.255148
15.288889,40,646.43681
7.511111,40,646.616406
19.644444,40,646.797666
14.644444,40,646.981876
11.288889,40,647.167364
11.786719,40,647.353827
11.222222,40,647.537689
16.288889,40,647.719746
23.666667,40,647.898626
22.311111,40,648.080218
23.555556,40,648.264388
26.414596,40,648.463952
20.384407,40,648.654063
22.466667,40,648.84232
21.777778,40,649.027812
12.466667,40,649.209277
15.4,40,649.394705
21.933333,40,649.580007
8.744916,40,649.75976
20.333333,40,649.95914
19.858475,40,650.145837
20.013764,40,650.335482
15.377778,40,650.521588
20.4,40,650.703274
22.488889,40,650.88557
24.0,40,651.067683
18.888889,40,651.248674
21.555556,40,651.43022
18.733333,40,651.650311
20.984223,40,651.831952
12.866667,40,652.014656
13.044444,40,652.199224
21.533333,40,652.431296
27.213577,40,652.628517
13.6,40,652.826297
22.444444,40,653.011438
6.888889,40,653.197283
22.044444,40,653.3974
27.644444,40,653.796018
13.777778,40,653.981896
23.733333,40,654.16984
16.088889,40,654.357871
13.377778,40,654.545485
13.770439,40,654.726859
17.377778,40,654.910479
20.355556,40,655.093022
11.844444,40,655.291968
25.923415,40,655.476706
18.155556,40,655.678472
10.577778,40,655.873294
11.333333,40,656.061697
12.466667,40,656.248962
25.370396,40,656.440235
